time,altitude,roll,pitch,yaw
2.94,5.263904386863895,0.0,0.0,0.0
2.96,5.26389607533436,0.0,0.0,0.0
2.98,5.263860354109861,0.0,0.0,0.0
3.0,5.263798303512899,0.0,0.0,0.0
3.02,5.263710964201531,0.0,0.0,0.0
3.04,5.263599338617888,0.0,0.0,0.0
3.06,5.2634643923838205,0.0,0.0,0.0
3.08,5.263307055645598,0.0,0.0,0.0
3.1,5.263128224369517,0.0,0.0,0.0
3.12,5.262928761590218,0.0,0.0,0.0
3.14,5.26270949861343,0.0,0.0,0.0
3.16,5.262471236174813,0.0,0.0,0.0
3.18,5.262214745556497,0.0,0.0,0.0
3.2,5.2619407696628615,0.0,0.0,0.0
3.22,5.261650024057046,0.0,0.0,0.0
3.24,5.261343197959617,0.0,0.0,0.0
3.2600000000000002,5.26102095521079,0.0,0.0,0.0
3.2800000000000002,5.260683935197517,0.0,0.0,0.0
3.3000000000000003,5.260332753746735,0.0,0.0,0.0
3.3200000000000003,5.259968003986005,0.0,0.0,0.0
3.34,5.259590257172733,0.0,0.0,0.0
3.36,5.259200063493124,0.0,0.0,0.0
3.38,5.258797952831966,0.0,0.0,0.0
3.4,5.258384435514313,0.0,0.0,0.0
3.42,5.2579600030201,0.0,0.0,0.0
3.44,5.25752512867266,0.0,0.0,0.0
3.46,5.257080268302114,0.0,0.0,0.0
3.48,5.25662586088454,0.0,0.0,0.0
3.5,5.256162329157812,0.0,0.0,0.0
3.52,5.255690080214953,0.0,0.0,0.0
3.54,5.255209506075834,0.0,0.0,0.0
3.56,5.254720984237996,0.0,0.0,0.0
3.58,5.254224878207364,0.0,0.0,0.0
3.6,5.253721538009596,0.0,0.0,0.0
3.62,5.253211300682748,0.0,0.0,0.0
3.64,5.252694490751972,0.0,0.0,0.0
3.66,5.252171420686871,0.0,0.0,0.0
3.68,5.2516423913421635,0.0,0.0,0.0
3.7,5.251107692382261,0.0,0.0,0.0
3.72,5.250567602690342,0.0,0.0,0.0
3.74,5.250022390762496,0.0,0.0,0.0
3.7600000000000002,5.249472315087473,0.0,0.0,0.0
3.7800000000000002,5.248917624512581,0.0,0.0,0.0
3.8000000000000003,5.248358558596207,0.0,0.0,0.0
3.8200000000000003,5.2477953479474895,0.0,0.0,0.0
3.84,5.247228214553571,0.0,0.0,0.0
3.86,5.246657372094917,0.0,0.0,0.0
3.88,5.246083026249115,0.0,0.0,0.0
3.9,5.245505374983591,0.0,0.0,0.0
3.92,5.244924608837627,0.0,0.0,0.0
3.94,5.244340911194094,0.0,0.0,0.0
3.96,5.243754458541257,0.0,0.0,0.0
3.98,5.243165420725029,0.0,0.0,0.0
4.0,5.242573961192004,0.0,0.0,0.0
4.0200000000000005,5.24198023722363,0.0,0.0,0.0
4.04,5.241384400161823,0.0,0.0,0.0
4.0600000000000005,5.240786595626346,0.0,0.0,0.0
4.08,5.240186963724258,0.0,0.0,0.0
4.1,5.239585639251703,0.0,0.0,0.0
4.12,5.2389827518883445,0.0,0.0,0.0
4.14,5.238378426384692,0.0,0.0,0.0
4.16,5.237772782742593,0.0,0.0,0.0
4.18,5.237165936389134,0.0,0.0,0.0
4.2,5.236557998344191,0.0,0.0,0.0
4.22,5.235949075381858,0.0,0.0,0.0
4.24,5.235339270185994,0.0,0.0,0.0
4.26,5.234728681500076,0.0,0.0,0.0
4.28,5.234117404271592,0.0,0.0,0.0
4.3,5.233505529791149,0.0,0.0,0.0
4.32,5.232893145826517,0.0,0.0,0.0
4.34,5.232280336751767,0.0,0.0,0.0
4.36,5.231667183671697,0.0,0.0,0.0
4.38,5.231053764541716,0.0,0.0,0.0
4.4,5.230440154283347,0.0,0.0,0.0
4.42,5.2298264248955135,0.0,0.0,0.0
4.44,5.229212645561768,0.0,0.0,0.0
4.46,5.2285988827535945,0.0,0.0,0.0
4.48,5.227985200329945,0.0,0.0,0.0
4.5,5.2273716596331425,0.0,0.0,0.0
4.5200000000000005,5.2267583195812755,0.0,0.0,0.0
4.54,5.226145236757225,0.0,0.0,0.0
4.5600000000000005,5.225532465494435,0.0,0.0,0.0
4.58,5.224920057959555,0.0,0.0,0.0
4.6000000000000005,5.22430806423206,0.0,0.0,0.0
4.62,5.223696532380967,0.0,0.0,0.0
4.64,5.223085508538744,0.0,0.0,0.0
4.66,5.222475036972527,0.0,0.0,0.0
4.68,5.2218651601527295,0.0,0.0,0.0
4.7,5.221255918819149,0.0,0.0,0.0
4.72,5.22064735204466,0.0,0.0,0.0
4.74,5.2200394972965745,0.0,0.0,0.0
4.76,5.21943239049577,0.0,0.0,0.0
4.78,5.218826066073653,0.0,0.0,0.0
4.8,5.218220557027039,0.0,0.0,0.0
4.82,5.217615894971033,0.0,0.0,0.0
4.84,5.217012110189975,0.0,0.0,0.0
4.86,5.216409231686527,0.0,0.0,0.0
4.88,5.215807287228965,0.0,0.0,0.0
4.9,5.215206303396739,0.0,0.0,0.0
4.92,5.214606305624378,0.0,0.0,0.0
4.94,5.214007318243785,0.0,0.0,0.0
4.96,5.213409364524985,0.0,0.0,0.0
4.98,5.212812466715388,0.0,0.0,0.0
